2002,1,1,15,50,30,-9999,320,118,7,-9999,-9999,010014-99999
2002,1,1,16,50,40,-9999,340,103,7,-9999,-9999,010014-99999
2002,1,1,17,40,30,-9999,350,82,7,-9999,-9999,010014-99999
2002,1,1,18,30,20,-9999,350,62,7,-9999,-9999,010014-99999
2002,1,1,19,30,20,-9999,350,62,7,-9999,-9999,010014-99999
2002,1,2,6,-10,-10,-9999,140,26,-9999,-9999,-9999,010014-99999
2002,1,2,7,10,0,-9999,110,31,7,-9999,-9999,010014-99999
2002,1,2,8,10,0,-9999,120,26,7,-9999,-9999,010014-99999
2002,1,2,9,20,0,-9999,140,36,7,-9999,-9999,010014-99999
2002,1,2,10,10,-20,-9999,120,41,7,-9999,-9999,010014-99999
2002,1,2,11,20,-20,-9999,130,36,7,-9999,-9999,010014-99999
2002,1,2,12,20,-20,-9999,150,41,7,-9999,-9999,010014-99999
2002,1,2,13,30,-10,-9999,150,57,7,-9999,-9999,010014-99999
2002,1,2,14,20,10,-9999,160,46,7,-9999,-9999,010014-99999
2002,1,2,15,20,-10,-9999,160,57,7,-9999,-9999,010014-99999
2002,1,2,16,20,-10,-9999,170,46,7,-9999,-9999,010014-99999
2002,1,2,17,10,0,-9999,120,72,7,-9999,-9999,010014-99999
2002,1,2,18,10,10,-9999,120,72,7,-9999,-9999,010014-99999
2002,1,2,19,10,10,-9999,150,87,7,-9999,-9999,010014-99999
2002,1,3,6,30,-20,-9999,160,26,7,-9999,-9999,010014-99999
2002,1,3,7,30,-20,-9999,170,57,7,-9999,-9999,010014-99999
2002,1,3,8,30,-20,-9999,170,57,7,-9999,-9999,010014-99999
2002,1,3,9,30,-10,-9999,160,57,7,-9999,-9999,010014-99999
2002,1,3,10,30,-10,-9999,160,57,7,-9999,-9999,010014-99999
2002,1,3,12,30,-20,-9999,150,67,7,-9999,-9999,010014-99999
2002,1,3,13,30,-20,-9999,150,67,7,-9999,-9999,010014-99999
2002,1,3,14,30,-20,-9999,150,67,7,-9999,-9999,010014-99999
2002,1,3,15,20,-30,-9999,150,67,7,-9999,-9999,010014-99999
2002,1,4,7,10,-80,-9999,110,46,4,-9999,-9999,010014-99999
2002,1,4,8,10,-90,-9999,120,41,4,-9999,-9999,010014-99999
2002,1,4,9,20,-90,-9999,120,26,4,-9999,-9999,010014-99999
2002,1,4,10,20,-100,-9999,120,41,4,-9999,-9999,010014-99999
2002,1,4,11,30,-110,-9999,120,41,7,-9999,-9999,010014-99999
2002,1,4,12,30,-110,-9999,130,36,-9999,-9999,-9999,010014-99999
2002,1,4,13,40,-110,-9999,120,51,-9999,-9999,-9999,010014-99999
2002,1,4,14,30,-110,-9999,140,51,-9999,-9999,-9999,010014-99999
2002,1,4,15,30,-110,-9999,130,46,-9999,-9999,-9999,010014-99999
2002,1,4,16,30,-90,-9999,130,41,-9999,-9999,-9999,010014-99999
