ID,LON,LAT,STATION NAME,1955,1956,1957,1958,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
010010-99999,-8.667,70.933,JAN MAYEN(NOR-NAVY),-3.5265335235378044,0.4314833501513613,0.24577303884234572,0.2436301369863016,-2.310431654676259,0.3022567517573067,-1.623859649122807,-0.04322268326417704,-1.4717966573816157,-1.601048951048951,-1.4671897289586304,-0.8067197783165916,-1.9091854419410745,-1.6510728104115369,-1.2671294689343986,0.713515431003902,-1.21284467713787,-0.7455532212885182,-0.9593648502345712,-2.417870722433457,-1.2122819260293047,0.20119004688063521,0.30273876404494543,-0.2951629863301818,-0.24581436077057583,-0.12101194659170975,-0.49120725750174554,-0.6130222841225648,-1.0379405666897026,-0.3501227639424797,0.6542586750788631,-0.11545893719807239,-0.35258529722123794,2.288544018058704,0.18418716256748383,0.809945945945949,0.6485390796201561,0.9202383818926101,0.3919584954604378,0.6832866479925311,0.7952481027437237,0.5707202993451864,0.9808059873344912,0.2619675574746148,-0.012553566927145087,2.0411255924170573
010014-99999,5.341,59.792,SORSTOKKEN,,,,,,,,,,,,,,,,,,2.0,9.705619412515965,7.138613861386139,9.051425030978935,9.172219818260494,8.02882159795695,8.366220189480561,7.7914072229140725,8.349486521181001,8.098159509202453,7.388608507570296,8.733850129198967,8.011483831973406,8.652682648401827,8.921077959576516,7.624273504273504,9.57971454600668,9.201514269073966,8.978322072072071,8.704609116373822,9.898652151373769,8.98446203459396,10.29018245004344,8.361894024802705,7.074898034853541,8.874159820761763,8.429005315110098,8.64871273712737,10.031313131313132
010020-99999,16.25,80.05,VERLEGENHUKEN,,,,,,,,,,,,,,,,,,-0.7,1.8,-4.7749999999999995,,,,,,,,,,,,,5.062500000000001,2.9799999999999995,2.142105263157895,2.757142857142857,5.35,-10.1,4.366666666666666,,,-11.022892181911098,-5.853445850914223,-3.552764352233883,-6.1650074962518575,-4.946891698162377
010030-99999,15.5,77.0,HORNSUND,,,,,,,,,,,,,,,,,-1.176028622540252,-4.596969696969706,-5.310367170626351,-6.927125506072864,-5.079803395889188,-2.5558019216555774,-3.7329178885630476,-3.8996309963099605,-5.284265473527218,-4.496629213483142,-4.9306286549707545,-4.02435897435898,-4.197792998477932,-4.558731290092667,-2.7851229754049163,-2.19410560785918,-3.8334924715387495,-3.563169398907094,-4.949946562166014,-3.375575539568346,-2.7089753772835587,-1.442146690518785,-2.246325322187398,-3.204857044436796,-2.721445289643056,-3.4434989959839246,-3.06950354609929,-1.0754593175852987,-2.6673492605233267,-1.659598670756639
